,league,league_level,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,start_time_interval,GLnum_matches_interval,Totlnum_match_y_m_wd_int,issue
5269,Denmark Volleyligaen,2,Denmark,Europe,5,2022-02-20,3:00:00 PM,2022,Feb,3,20,Sunday,afternoon,579,366,232,14:00 - 15:59,8,174,0
5270,Middle European League,4,Austria,Europe,5,2022-02-20,3:00:00 PM,2022,Feb,3,20,Sunday,afternoon,579,366,232,14:00 - 15:59,8,174,0
5271,Italy Serie A3,3,Italy,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5272,Italy Serie A3,3,Italy,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5273,Portugal I Diviṣo,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5274,Portugal I Diviṣo,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5275,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5276,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5277,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5278,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5279,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5280,Finland Mestaruusliiga Women,3,Finland,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5281,Finland Mestaruusliiga Women,3,Finland,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5282,Sweden Eliteserien,2,Sweden,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5283,Sweden Eliteserien,2,Sweden,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5284,Sweden Eliteserien,2,Sweden,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5285,Sweden Eliteserien,2,Sweden,Europe,4,2021-02-21,3:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5286,Denmark Volleyligaen,2,Denmark,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5287,Sweden Eliteserien Women,3,Sweden,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5288,Ukraine First League,4,Ukraine,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5289,Czech Cup,3,Czech Republic,Europe,4,2021-02-21,2:00:00 PM,2021,Feb,3,21,Sunday,afternoon,579,366,232,14:00 - 15:59,19,85,0
5290,Italy Serie A3,3,Italy,Europe,5,2022-02-19,3:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5291,Iceland Mizunodeild Women,4,Iceland,Europe,5,2022-02-19,2:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5292,Iceland Mizunodeild Women,4,Iceland,Europe,5,2022-02-19,3:30:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5293,Finland Mestaruusliiga,2,Finland,Europe,5,2022-02-19,3:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5294,Finland Mestaruusliiga,2,Finland,Europe,5,2022-02-19,3:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,1
5295,Finland Mestaruusliiga Women,3,Finland,Europe,5,2022-02-19,3:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5296,Austria League,2,Austria,Europe,5,2022-02-19,3:30:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5297,Denmark Volleyligaen,2,Denmark,Europe,5,2022-02-19,2:30:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,0
5298,Sweden Eliteserien Women,3,Sweden,Europe,5,2022-02-19,2:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,1
5299,Portugal Cup,4,Portugal,Europe,5,2022-02-19,3:30:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,1
5300,Middle European League,4,Austria,Europe,5,2022-02-19,3:00:00 PM,2022,Feb,3,19,Saturday,afternoon,692,366,232,14:00 - 15:59,11,129,1
5301,Italy Serie A3,3,Italy,Europe,5,2021-02-20,3:30:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5302,Portugal I Diviṣo,4,Portugal,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5303,Finland Mestaruusliiga,2,Finland,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5304,Finland Mestaruusliiga,2,Finland,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5305,Finland Mestaruusliiga,2,Finland,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,1
5306,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5307,Finland Mestaruusliiga Women,3,Finland,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5308,Sweden Eliteserien,2,Sweden,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5309,Sweden Eliteserien,2,Sweden,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5310,Sweden Eliteserien,2,Sweden,Europe,5,2021-02-20,3:30:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5311,Denmark Volleyligaen,2,Denmark,Europe,5,2021-02-20,3:15:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5312,Sweden Eliteserien Women,3,Sweden,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5313,Sweden Eliteserien Women,3,Sweden,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5314,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,1
5315,Ukraine Super Liga,4,Ukraine,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5316,Ukraine Higher League,4,Ukraine,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5317,Ukraine Higher League Women,4,Ukraine,Europe,5,2021-02-20,2:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5318,Ukraine Higher League Women,4,Ukraine,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5319,Czech Cup,3,Czech Republic,Europe,5,2021-02-20,3:00:00 PM,2021,Feb,3,20,Saturday,afternoon,692,366,232,14:00 - 15:59,19,94,0
5320,Ukraine Super Liga,4,Ukraine,Europe,7,2022-02-18,3:00:00 PM,2022,Feb,3,18,Friday,afternoon,83,366,232,14:00 - 15:59,2,20,0
5321,Ukraine Super Liga,4,Ukraine,Europe,7,2022-02-18,3:00:00 PM,2022,Feb,3,18,Friday,afternoon,83,366,232,14:00 - 15:59,2,20,1
5322,Ukraine Super Liga Women,4,Ukraine,Europe,7,2021-02-19,2:00:00 PM,2021,Feb,3,19,Friday,afternoon,83,366,232,14:00 - 15:59,4,39,0
5323,Ukraine Super Liga Women,4,Ukraine,Europe,7,2021-02-19,2:00:00 PM,2021,Feb,3,19,Friday,afternoon,83,366,232,14:00 - 15:59,4,39,0
5324,Ukraine First League,4,Ukraine,Europe,7,2021-02-19,2:00:00 PM,2021,Feb,3,19,Friday,afternoon,83,366,232,14:00 - 15:59,4,39,0
5325,Ukraine First League Women,4,Ukraine,Europe,7,2021-02-19,2:00:00 PM,2021,Feb,3,19,Friday,afternoon,83,366,232,14:00 - 15:59,4,39,0
5326,Italy Serie A3,3,Italy,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,1
5327,Italy Serie A3,3,Italy,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5328,Italy Serie A3,3,Italy,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5329,Portugal I Diviṣo Women,4,Portugal,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,1
5330,Portugal I Diviṣo Women,4,Portugal,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5331,Portugal I Diviṣo Women,4,Portugal,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,1
5332,Portugal I Diviṣo Women,4,Portugal,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,1
5333,France Ligue A,1,France,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5334,Finland Mestaruusliiga Women,3,Finland,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5335,Finland Mestaruusliiga Women,3,Finland,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5336,Slovakia Extraliga Women,3,Slovakia,Europe,4,2022-01-16,3:00:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,0
5337,Denmark Volleyligaen Women,3,Denmark,Europe,4,2022-01-16,2:25:00 PM,2022,Jan,2,16,Sunday,afternoon,579,450,187,14:00 - 15:59,12,191,1
5338,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,1
5339,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,1
5340,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,0
5341,Belgium Liga A,2,Belgium,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,1
5342,Finland Mestaruusliiga,2,Finland,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,0
5343,Finland Mestaruusliiga Women,3,Finland,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,0
5344,Slovakia Extraliga,3,Slovakia,Europe,7,2022-01-09,3:30:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,1
5345,Sweden Eliteserien Women,3,Sweden,Europe,7,2022-01-09,3:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,0
5346,Danish Cup Women,3,Denmark,Europe,7,2022-01-09,2:00:00 PM,2022,Jan,2,9,Sunday,afternoon,579,450,187,14:00 - 15:59,9,191,0
5347,Italy Serie A3,3,Italy,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5348,Italy Serie A3,3,Italy,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5349,Finland Mestaruusliiga Women,3,Finland,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5350,Finland Mestaruusliiga Women,3,Finland,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5351,Denmark Volleyligaen,2,Denmark,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5352,Sweden Eliteserien Women,3,Sweden,Europe,3,2021-01-10,2:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5353,Slovakia Cup Women,3,Slovakia,Europe,3,2021-01-10,3:00:00 PM,2021,Jan,2,10,Sunday,afternoon,579,450,187,14:00 - 15:59,7,59,0
5354,Portugal I Diviṣo,4,Portugal,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5355,Iceland Mizunodeild KK,3,Iceland,Europe,5,2022-01-15,2:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5356,Austria League Women,3,Austria,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5357,Austria League Women,3,Austria,Europe,5,2022-01-15,3:30:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5358,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5359,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5360,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5361,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5362,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5363,Austria League,2,Austria,Europe,5,2022-01-15,3:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5364,Denmark Volleyligaen,2,Denmark,Europe,5,2022-01-15,2:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,0
5365,Denmark Volleyligaen Women,3,Denmark,Europe,5,2022-01-15,2:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,1
5366,Ukraine Higher League,4,Ukraine,Europe,5,2022-01-15,2:00:00 PM,2022,Jan,2,15,Saturday,afternoon,692,450,187,14:00 - 15:59,13,103,1
5367,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-01-16,3:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,1
5368,Portugal I Diviṣo Women,4,Portugal,Europe,4,2021-01-16,3:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5369,Iceland Mizunodeild KK,3,Iceland,Europe,4,2021-01-16,3:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,1
5370,Finland Mestaruusliiga,2,Finland,Europe,4,2021-01-16,3:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5371,Denmark Volleyligaen,2,Denmark,Europe,4,2021-01-16,2:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5372,Sweden Eliteserien Women,3,Sweden,Europe,4,2021-01-16,2:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5373,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-16,2:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5374,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-16,2:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5375,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-16,3:00:00 PM,2021,Jan,2,16,Saturday,afternoon,692,450,187,14:00 - 15:59,9,68,0
5376,Finland Mestaruusliiga Women,3,Finland,Europe,4,2021-01-09,3:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,1
5377,Sweden Eliteserien,2,Sweden,Europe,4,2021-01-09,2:30:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,0
5378,Sweden Eliteserien,2,Sweden,Europe,4,2021-01-09,3:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,1
5379,Sweden Eliteserien Women,3,Sweden,Europe,4,2021-01-09,2:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,0
5380,Sweden Eliteserien Women,3,Sweden,Europe,4,2021-01-09,3:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,0
5381,Slovakia Cup,3,Slovakia,Europe,4,2021-01-09,3:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,0
5382,Extraliga Zeny,3,Czech Republic,Europe,4,2021-01-09,2:30:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,1
5383,UNIQA Extraliga,3,Czech Republic,Europe,4,2021-01-09,3:00:00 PM,2021,Jan,2,9,Saturday,afternoon,692,450,187,14:00 - 15:59,8,68,0
5384,Italy Serie A3,3,Italy,Europe,5,2021-01-13,3:00:00 PM,2021,Jan,2,13,Wednesday,afternoon,60,450,187,14:00 - 15:59,2,11,0
5385,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2021-01-13,3:00:00 PM,2021,Jan,2,13,Wednesday,afternoon,60,450,187,14:00 - 15:59,2,11,0
5386,Ukraine Super Liga,4,Ukraine,Europe,6,2021-01-14,2:00:00 PM,2021,Jan,2,14,Thursday,afternoon,63,450,187,14:00 - 15:59,1,16,1
5387,Ukraine Super Liga,4,Ukraine,Europe,9,2022-01-14,2:30:00 PM,2022,Jan,2,14,Friday,afternoon,83,450,187,14:00 - 15:59,1,14,0
5388,Ukraine Super Liga,4,Ukraine,Europe,4,2021-01-15,2:00:00 PM,2021,Jan,2,15,Friday,afternoon,83,450,187,14:00 - 15:59,1,25,0
5389,Finland Mestaruusliiga,2,Finland,Europe,3,2022-01-02,3:00:00 PM,2022,Jan,1,2,Sunday,afternoon,579,349,187,14:00 - 15:59,3,191,0
5390,Finland Mestaruusliiga,2,Finland,Europe,3,2022-01-02,3:00:00 PM,2022,Jan,1,2,Sunday,afternoon,579,349,187,14:00 - 15:59,3,191,0
5391,Finland Mestaruusliiga Women,3,Finland,Europe,3,2022-01-02,3:00:00 PM,2022,Jan,1,2,Sunday,afternoon,579,349,187,14:00 - 15:59,3,191,0
5392,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5393,Portugal I Diviṣo Women,4,Portugal,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5394,Finland Mestaruusliiga,2,Finland,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5395,Finland Mestaruusliiga,2,Finland,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5396,Finland Mestaruusliiga Women,3,Finland,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5397,Finland Mestaruusliiga Women,3,Finland,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5398,Sweden Eliteserien,2,Sweden,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,1
5399,Sweden Eliteserien Women,3,Sweden,Europe,7,2022-01-08,2:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5400,Sweden Eliteserien Women,3,Sweden,Europe,7,2022-01-08,3:00:00 PM,2022,Jan,1,8,Saturday,afternoon,692,349,187,14:00 - 15:59,9,103,0
5401,Finland Mestaruusliiga,2,Finland,Europe,3,2022-01-01,3:00:00 PM,2022,Jan,1,1,Saturday,afternoon,692,349,187,14:00 - 15:59,1,103,0
5402,Italy Serie A3,3,Italy,Europe,5,2021-01-06,3:30:00 PM,2021,Jan,1,6,Wednesday,afternoon,60,349,187,14:00 - 15:59,1,11,0
5403,Austria League,2,Austria,Europe,8,2022-01-06,3:30:00 PM,2022,Jan,1,6,Thursday,afternoon,63,349,187,14:00 - 15:59,4,16,0
5404,Slovakia Extraliga Women,3,Slovakia,Europe,8,2022-01-06,3:00:00 PM,2022,Jan,1,6,Thursday,afternoon,63,349,187,14:00 - 15:59,4,16,0
5405,Sweden Eliteserien,2,Sweden,Europe,8,2022-01-06,3:00:00 PM,2022,Jan,1,6,Thursday,afternoon,63,349,187,14:00 - 15:59,4,16,0
5406,Sweden Eliteserien,2,Sweden,Europe,8,2022-01-06,3:30:00 PM,2022,Jan,1,6,Thursday,afternoon,63,349,187,14:00 - 15:59,4,16,0
5407,Ukraine Super Liga,4,Ukraine,Europe,5,2021-01-04,2:00:00 PM,2021,Jan,1,4,Monday,afternoon,24,349,187,14:00 - 15:59,1,14,0
5408,Italy Serie A3,3,Italy,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5409,Portugal I Diviṣo Women,4,Portugal,Europe,5,2022-01-30,2:30:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5410,Portugal I Diviṣo Women,4,Portugal,Europe,5,2022-01-30,3:30:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5411,Finland Mestaruusliiga,2,Finland,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5412,Finland Mestaruusliiga Women,3,Finland,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5413,Austria League,2,Austria,Europe,5,2022-01-30,2:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5414,Austria League,2,Austria,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5415,Sweden Eliteserien,2,Sweden,Europe,5,2022-01-30,2:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5416,Sweden Eliteserien,2,Sweden,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5417,Denmark Volleyligaen,2,Denmark,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5418,Sweden Eliteserien Women,3,Sweden,Europe,5,2022-01-30,3:00:00 PM,2022,Jan,4,30,Sunday,afternoon,579,371,187,14:00 - 15:59,11,191,0
5419,Italy Serie A3,3,Italy,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5420,Italy Serie A3,3,Italy,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5421,Italy Serie A3,3,Italy,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5422,Portugal I Diviṣo,4,Portugal,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5423,Portugal I Diviṣo Women,4,Portugal,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5424,Portugal I Diviṣo Women,4,Portugal,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5425,Finland Mestaruusliiga,2,Finland,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5426,Finland Mestaruusliiga Women,3,Finland,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
5427,Austria Cup Women,3,Austria,Europe,3,2021-01-24,3:00:00 PM,2021,Jan,4,24,Sunday,afternoon,579,371,187,14:00 - 15:59,12,59,0
