,league,league_level,country,continent,num_operators_day,date,start_time,year,months,rank_week,day,weekday,day_time,freq_weekday_day_time,freq_rank_week_day_time,freq_month_day_time,start_time_interval,GLnum_matches_interval,Totlnum_match_y_m_wd_int,issue
879,Slovakia Extraliga Women,3,Slovakia,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,1
880,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,0
881,Slovenia 1A. Dol,3,Slovenia,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,0
882,Slovenia 1A. Dol,3,Slovenia,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,0
883,Slovenia 1A. Dol,3,Slovenia,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,1
884,UNIQA Extraliga,3,Czech Republic,Europe,5,2020-11-28,6:00:00 PM,2020,Nov,4,28,Saturday,night,828,388,299,18:00 - 19:59,17,183,0
885,France Ligue A,1,France,Europe,7,2021-11-24,7:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
886,Iceland Mizunodeild Women,4,Iceland,Europe,7,2021-11-24,7:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
887,Austria League,2,Austria,Europe,7,2021-11-24,6:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,1
888,Austria League,2,Austria,Europe,7,2021-11-24,6:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
889,Sweden Eliteserien,2,Sweden,Europe,7,2021-11-24,6:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
890,Sweden Eliteserien Women,3,Sweden,Europe,7,2021-11-24,6:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
891,Slovenian Cup,3,Slovenia,Europe,7,2021-11-24,6:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
892,Slovenian Cup,3,Slovenia,Europe,7,2021-11-24,6:30:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,1
893,Slovenian Cup,3,Slovenia,Europe,7,2021-11-24,7:00:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
894,Belgium Cup,3,Belgium,Europe,7,2021-11-24,7:30:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,1
895,Belgium Cup,3,Belgium,Europe,7,2021-11-24,7:30:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,1
896,Belgium Cup,3,Belgium,Europe,7,2021-11-24,7:30:00 PM,2021,Nov,4,24,Wednesday,night,393,388,299,18:00 - 19:59,12,77,0
897,Austria League,2,Austria,Europe,6,2020-11-25,6:30:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
898,Slovakia Extraliga Women,3,Slovakia,Europe,6,2020-11-25,6:00:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
899,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2020-11-25,6:00:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
900,Slovenia 1A. Dol,3,Slovenia,Europe,6,2020-11-25,7:00:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
901,Belgium Cup,3,Belgium,Europe,6,2020-11-25,6:30:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
902,Belgium Cup,3,Belgium,Europe,6,2020-11-25,7:30:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
903,Belgium Cup,3,Belgium,Europe,6,2020-11-25,7:30:00 PM,2020,Nov,4,25,Wednesday,night,393,388,299,18:00 - 19:59,7,121,0
904,Austria League,2,Austria,Europe,6,2020-11-24,6:30:00 PM,2020,Nov,4,24,Tuesday,night,182,388,299,18:00 - 19:59,1,29,0
905,Denmark Volleyligaen,2,Denmark,Europe,6,2021-11-30,6:30:00 PM,2021,Nov,4,30,Tuesday,night,182,388,299,18:00 - 19:59,3,37,0
906,Slovenian Women's Cup,3,Slovenia,Europe,6,2021-11-30,6:00:00 PM,2021,Nov,4,30,Tuesday,night,182,388,299,18:00 - 19:59,3,37,1
907,Slovenian Women's Cup,3,Slovenia,Europe,6,2021-11-30,7:00:00 PM,2021,Nov,4,30,Tuesday,night,182,388,299,18:00 - 19:59,3,37,1
908,France Ligue A,1,France,Europe,7,2021-11-26,7:00:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
909,France Ligue A,1,France,Europe,7,2021-11-26,7:00:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
910,France Ligue B,3,France,Europe,7,2021-11-26,6:00:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
911,France Ligue B,3,France,Europe,7,2021-11-26,6:30:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
912,Belgium Liga A,2,Belgium,Europe,7,2021-11-26,7:30:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
913,Denmark Volleyligaen,2,Denmark,Europe,7,2021-11-26,7:00:00 PM,2021,Nov,4,26,Friday,night,209,388,299,18:00 - 19:59,6,79,0
914,France Ligue A,1,France,Europe,6,2020-11-27,6:00:00 PM,2020,Nov,4,27,Friday,night,209,388,299,18:00 - 19:59,5,85,1
915,France Ligue A,1,France,Europe,6,2020-11-27,6:00:00 PM,2020,Nov,4,27,Friday,night,209,388,299,18:00 - 19:59,5,85,0
916,France Ligue B,3,France,Europe,6,2020-11-27,6:00:00 PM,2020,Nov,4,27,Friday,night,209,388,299,18:00 - 19:59,5,85,0
917,France Ligue A Women,1,France,Europe,6,2020-11-27,7:00:00 PM,2020,Nov,4,27,Friday,night,209,388,299,18:00 - 19:59,5,85,0
918,Middle European League,4,Austria,Europe,6,2020-11-27,6:00:00 PM,2020,Nov,4,27,Friday,night,209,388,299,18:00 - 19:59,5,85,0
919,Denmark Volleyligaen,2,Denmark,Europe,6,2021-11-29,7:30:00 PM,2021,Nov,4,29,Monday,night,53,388,299,18:00 - 19:59,2,39,0
920,Denmark Volleyligaen Women,3,Denmark,Europe,6,2021-11-29,6:00:00 PM,2021,Nov,4,29,Monday,night,53,388,299,18:00 - 19:59,2,39,0
921,Austria League Women,3,Austria,Europe,7,2021-11-04,7:00:00 PM,2021,Nov,1,4,Thursday,night,110,439,299,18:00 - 19:59,2,55,1
922,Denmark Volleyligaen Women,3,Denmark,Europe,7,2021-11-04,7:30:00 PM,2021,Nov,1,4,Thursday,night,110,439,299,18:00 - 19:59,2,55,0
923,Italy Serie A3,3,Italy,Europe,6,2021-11-07,6:00:00 PM,2021,Nov,1,7,Sunday,night,94,439,299,18:00 - 19:59,1,75,0
924,Italy Serie A3,3,Italy,Europe,3,2020-11-01,6:00:00 PM,2020,Nov,1,1,Sunday,night,94,439,299,18:00 - 19:59,1,67,1
925,Portugal I Diviṣo,4,Portugal,Europe,3,2020-11-08,6:00:00 PM,2020,Nov,1,8,Sunday,night,94,439,299,18:00 - 19:59,1,67,1
926,Italy Serie A3,3,Italy,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
927,Italy Serie A3,3,Italy,Europe,6,2021-11-06,7:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
928,Portugal I Diviṣo,4,Portugal,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
929,Portugal I Diviṣo,4,Portugal,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
930,Portugal I Diviṣo,4,Portugal,Europe,6,2021-11-06,6:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
931,France Ligue A,1,France,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
932,France Ligue A,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
933,France Ligue A,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
934,France Ligue A,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
935,France Ligue B,3,France,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
936,France Ligue B,3,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
937,France Ligue B,3,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
938,France Ligue B,3,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
939,France Ligue A Women,1,France,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
940,France Ligue A Women,1,France,Europe,6,2021-11-06,6:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
941,France Ligue A Women,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
942,France Ligue A Women,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
943,France Ligue A Women,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
944,France Ligue A Women,1,France,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
945,Belgium Liga A,2,Belgium,Europe,6,2021-11-06,7:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
946,Belgium Liga A,2,Belgium,Europe,6,2021-11-06,7:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
947,Belgium Liga A,2,Belgium,Europe,6,2021-11-06,7:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
948,Belgium Liga A,2,Belgium,Europe,6,2021-11-06,7:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
949,Austria League Women,3,Austria,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
950,Austria League,2,Austria,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
951,Austria League,2,Austria,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
952,Slovakia Extraliga Women,3,Slovakia,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
953,Slovenia 1A. Dol Women,3,Slovenia,Europe,6,2021-11-06,6:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
954,Slovenia 1A. Dol,3,Slovenia,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
955,Slovenia 1A. Dol,3,Slovenia,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
956,Middle European League,4,Austria,Europe,6,2021-11-06,6:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
957,Middle European League,4,Austria,Europe,6,2021-11-06,7:00:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,0
958,Womens Middle European League,4,Slovakia,Europe,6,2021-11-06,6:30:00 PM,2021,Nov,1,6,Saturday,night,828,439,299,18:00 - 19:59,33,272,1
959,Portugal I Diviṣo,4,Portugal,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
960,Portugal I Diviṣo,4,Portugal,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
961,Portugal I Diviṣo,4,Portugal,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
962,Portugal I Diviṣo,4,Portugal,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
963,Portugal I Diviṣo,4,Portugal,Europe,4,2020-11-07,7:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
964,France Ligue B,3,France,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
965,France Ligue B,3,France,Europe,4,2020-11-07,7:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
966,Belgium Liga A,2,Belgium,Europe,4,2020-11-07,6:30:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,1
967,Belgium Liga A,2,Belgium,Europe,4,2020-11-07,7:30:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,1
968,Austria League,2,Austria,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
969,Slovakia Extraliga Women,3,Slovakia,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
970,Middle European League,4,Austria,Europe,4,2020-11-07,6:00:00 PM,2020,Nov,1,7,Saturday,night,828,439,299,18:00 - 19:59,12,183,0
971,Italy Serie A3,3,Italy,Europe,6,2020-11-04,7:30:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
972,France Ligue B,3,France,Europe,6,2020-11-04,6:00:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
973,Belgium Liga A,2,Belgium,Europe,6,2020-11-04,7:30:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
974,Belgium Liga A,2,Belgium,Europe,6,2020-11-04,7:30:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
975,Belgium Liga A,2,Belgium,Europe,6,2020-11-04,7:30:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
976,Denmark Volleyligaen,2,Denmark,Europe,6,2020-11-04,6:30:00 PM,2020,Nov,1,4,Wednesday,night,393,439,299,18:00 - 19:59,6,121,0
977,Denmark Volleyligaen,2,Denmark,Europe,8,2021-11-03,7:00:00 PM,2021,Nov,1,3,Wednesday,night,393,439,299,18:00 - 19:59,2,77,0
978,Womens Middle European League,4,Slovenia,Europe,8,2021-11-03,7:00:00 PM,2021,Nov,1,3,Wednesday,night,393,439,299,18:00 - 19:59,2,77,0
979,France Ligue A Women,1,France,Europe,6,2020-11-03,6:00:00 PM,2020,Nov,1,3,Tuesday,night,182,439,299,18:00 - 19:59,4,29,1
980,Denmark Volleyligaen Women,3,Denmark,Europe,6,2020-11-03,7:00:00 PM,2020,Nov,1,3,Tuesday,night,182,439,299,18:00 - 19:59,4,29,0
981,Denmark Volleyligaen Women,3,Denmark,Europe,6,2020-11-03,7:00:00 PM,2020,Nov,1,3,Tuesday,night,182,439,299,18:00 - 19:59,4,29,0
982,Sweden Eliteserien Women,3,Sweden,Europe,6,2020-11-03,6:00:00 PM,2020,Nov,1,3,Tuesday,night,182,439,299,18:00 - 19:59,4,29,0
983,Denmark Volleyligaen,2,Denmark,Europe,8,2021-11-02,6:30:00 PM,2021,Nov,1,2,Tuesday,night,182,439,299,18:00 - 19:59,2,37,0
984,Slovenia 1A. Dol,3,Slovenia,Europe,8,2021-11-02,7:00:00 PM,2021,Nov,1,2,Tuesday,night,182,439,299,18:00 - 19:59,2,37,0
985,France Ligue A,1,France,Europe,10,2021-11-05,6:30:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
986,France Ligue A,1,France,Europe,10,2021-11-05,7:00:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
987,France Ligue B,3,France,Europe,10,2021-11-05,6:30:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
988,Iceland Mizunodeild Women,4,Iceland,Europe,10,2021-11-05,7:00:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
989,Denmark Volleyligaen,2,Denmark,Europe,10,2021-11-05,6:15:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
990,Slovakia Extraliga,3,Slovakia,Europe,10,2021-11-05,7:00:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
991,Slovenia 1A. Dol Women,3,Slovenia,Europe,10,2021-11-05,6:00:00 PM,2021,Nov,1,5,Friday,night,209,439,299,18:00 - 19:59,7,79,0
992,Denmark Volleyligaen,2,Denmark,Europe,7,2020-11-06,6:00:00 PM,2020,Nov,1,6,Friday,night,209,439,299,18:00 - 19:59,1,85,0
993,Italy Serie A3,3,Italy,Europe,7,2021-11-08,7:30:00 PM,2021,Nov,1,8,Monday,night,53,439,299,18:00 - 19:59,2,39,1
994,Denmark Volleyligaen,2,Denmark,Europe,7,2021-11-08,6:00:00 PM,2021,Nov,1,8,Monday,night,53,439,299,18:00 - 19:59,2,39,0
995,Austria League Women,3,Austria,Europe,8,2021-11-01,6:00:00 PM,2021,Nov,1,1,Monday,night,53,439,299,18:00 - 19:59,1,39,0
996,Austria League,2,Austria,Europe,6,2020-11-12,7:00:00 PM,2020,Nov,2,12,Thursday,night,110,566,299,18:00 - 19:59,3,18,1
997,Denmark Volleyligaen,2,Denmark,Europe,6,2020-11-12,7:00:00 PM,2020,Nov,2,12,Thursday,night,110,566,299,18:00 - 19:59,3,18,0
998,Denmark Volleyligaen Women,3,Denmark,Europe,6,2020-11-12,7:00:00 PM,2020,Nov,2,12,Thursday,night,110,566,299,18:00 - 19:59,3,18,0
999,Sweden Eliteserien,2,Sweden,Europe,8,2021-11-11,6:00:00 PM,2021,Nov,2,11,Thursday,night,110,566,299,18:00 - 19:59,1,55,1
1000,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-11-14,6:00:00 PM,2021,Nov,2,14,Sunday,night,94,566,299,18:00 - 19:59,1,75,0
1001,Italy Serie A3,3,Italy,Europe,7,2021-11-13,7:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1002,Italy Serie A3,3,Italy,Europe,7,2021-11-13,7:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1003,Portugal I Diviṣo,4,Portugal,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1004,Portugal I Diviṣo,4,Portugal,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1005,France Ligue A,1,France,Europe,7,2021-11-13,6:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1006,France Ligue A,1,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1007,France Ligue B,3,France,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1008,France Ligue B,3,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1009,France Ligue B,3,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1010,France Ligue B,3,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1011,France Ligue A Women,1,France,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1012,France Ligue A Women,1,France,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1013,France Ligue A Women,1,France,Europe,7,2021-11-13,6:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1014,France Ligue A Women,1,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1015,France Ligue A Women,1,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1016,France Ligue A Women,1,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1017,France Ligue A Women,1,France,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1018,Belgium Liga A,2,Belgium,Europe,7,2021-11-13,7:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1019,Belgium Liga A,2,Belgium,Europe,7,2021-11-13,7:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1020,Belgium Liga A,2,Belgium,Europe,7,2021-11-13,7:30:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,1
1021,Iceland Mizunodeild KK,3,Iceland,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1022,Austria League Women,3,Austria,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1023,Slovenia 1A. Dol Women,3,Slovenia,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1024,Slovenia 1A. Dol Women,3,Slovenia,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1025,Slovenia 1A. Dol,3,Slovenia,Europe,7,2021-11-13,6:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1026,Middle European League,4,Slovenia,Europe,7,2021-11-13,7:00:00 PM,2021,Nov,2,13,Saturday,night,828,566,299,18:00 - 19:59,26,272,0
1027,Italy Serie A3,3,Italy,Europe,5,2020-11-14,7:30:00 PM,2020,Nov,2,14,Saturday,night,828,566,299,18:00 - 19:59,5,183,0
1028,France Ligue A,1,France,Europe,5,2020-11-14,6:30:00 PM,2020,Nov,2,14,Saturday,night,828,566,299,18:00 - 19:59,5,183,1
1029,Slovenia 1A. Dol Women,3,Slovenia,Europe,5,2020-11-14,7:00:00 PM,2020,Nov,2,14,Saturday,night,828,566,299,18:00 - 19:59,5,183,0
1030,Slovenia 1A. Dol,3,Slovenia,Europe,5,2020-11-14,6:00:00 PM,2020,Nov,2,14,Saturday,night,828,566,299,18:00 - 19:59,5,183,0
1031,Slovenia 1A. Dol,3,Slovenia,Europe,5,2020-11-14,6:00:00 PM,2020,Nov,2,14,Saturday,night,828,566,299,18:00 - 19:59,5,183,0
1032,France Ligue A Women,1,France,Europe,8,2021-11-10,6:30:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1033,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1034,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1035,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1036,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1037,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1038,France Ligue A Women,1,France,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1039,Slovenia 1A. Dol,3,Slovenia,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1040,Slovenia 1A. Dol,3,Slovenia,Europe,8,2021-11-10,7:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1041,Slovakia Cup Women,3,Slovakia,Europe,8,2021-11-10,6:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1042,Slovakia Cup Women,3,Slovakia,Europe,8,2021-11-10,6:00:00 PM,2021,Nov,2,10,Wednesday,night,393,566,299,18:00 - 19:59,11,77,0
1043,Denmark Volleyligaen Women,3,Denmark,Europe,7,2020-11-10,7:00:00 PM,2020,Nov,2,10,Tuesday,night,182,566,299,18:00 - 19:59,1,29,0
1044,Denmark Volleyligaen Women,3,Denmark,Europe,7,2021-11-16,6:30:00 PM,2021,Nov,2,16,Tuesday,night,182,566,299,18:00 - 19:59,1,37,0
1045,Middle European League,4,Austria,Europe,8,2021-11-09,6:00:00 PM,2021,Nov,2,9,Tuesday,night,182,566,299,18:00 - 19:59,2,37,0
1046,Womens Middle European League,4,Slovenia,Europe,8,2021-11-09,7:00:00 PM,2021,Nov,2,9,Tuesday,night,182,566,299,18:00 - 19:59,2,37,0
1047,France Ligue B,3,France,Europe,7,2020-11-13,6:00:00 PM,2020,Nov,2,13,Friday,night,209,566,299,18:00 - 19:59,4,85,1
1048,Denmark Volleyligaen,2,Denmark,Europe,7,2020-11-13,6:15:00 PM,2020,Nov,2,13,Friday,night,209,566,299,18:00 - 19:59,4,85,0
1049,Sweden Eliteserien Women,3,Sweden,Europe,7,2020-11-13,6:00:00 PM,2020,Nov,2,13,Friday,night,209,566,299,18:00 - 19:59,4,85,0
1050,Middle European League,4,Slovenia,Europe,7,2020-11-13,6:00:00 PM,2020,Nov,2,13,Friday,night,209,566,299,18:00 - 19:59,4,85,1
